timestamp,problem_id,temperature,success,attempts,execution_time
2025-03-02T23:20:39.989142,4000,0.7,False,1,6.628942966461182
2025-03-02T23:20:41.302211,4000,0.1,False,1,8.122387886047363
2025-03-02T23:20:42.366121,4000,0.5,False,1,9.374827861785889
2025-03-02T23:20:48.504056,4000,0.9,False,1,7.171104907989502
2025-03-02T23:21:00.054302,4000,0.3,False,1,27.117189168930054
2025-03-17T02:01:35.495745,4000,0.1,False,10,96.2337610721588
2025-03-17T02:02:49.307991,4000,0.3,False,10,73.21632838249207
2025-03-17T02:04:19.048918,4000,0.5,False,10,89.14511609077454
2025-03-17T02:05:41.160093,4000,0.7,False,10,76.61227679252625
2025-03-17T02:07:02.393697,4000,0.9,False,10,80.63766956329346
2025-03-17T17:26:18.541130,4000,0.1,False,10,61.2818706035614
2025-03-17T17:27:06.954101,4000,0.3,False,10,48.11975455284119
2025-03-17T17:28:01.997452,4000,0.5,False,10,54.77295994758606
2025-03-17T17:28:36.683599,4000,0.7,False,10,34.44648194313049
2025-03-17T17:29:06.396342,4000,0.9,False,10,29.473067045211792
2025-03-17T17:26:18.541130,4000,0.1,False,5,61.2818706035614
2025-03-17T17:27:06.954101,4000,0.3,False,5,48.11975455284119
2025-03-17T17:28:01.997452,4000,0.5,False,5,54.77295994758606
2025-03-17T17:28:36.683599,4000,0.7,False,5,34.44648194313049
2025-03-17T17:29:06.396342,4000,0.9,False,5,29.473067045211792
2025-03-02T23:21:50.048448,4001,0.1,False,1,2.322925806045532
2025-03-02T23:21:50.558318,4001,0.7,False,1,2.44702410697937
2025-03-02T23:21:50.840895,4001,0.5,False,1,2.866180181503296
2025-03-02T23:21:51.191254,4001,0.3,False,1,3.104753017425537
2025-03-02T23:21:54.278963,4001,0.9,False,1,3.564719915390014
2025-03-17T02:07:41.469408,4001,0.1,False,10,38.55191659927368
2025-03-17T02:08:14.226317,4001,0.3,False,10,32.21340894699097
2025-03-17T02:09:18.063268,4001,0.5,False,10,63.2694206237793
2025-03-17T02:09:59.918767,4001,0.7,False,10,41.34941554069519
2025-03-17T02:10:33.215136,4001,0.9,False,10,32.8442006111145
2025-03-17T17:29:26.061339,4001,0.1,False,10,19.43087410926819
2025-03-17T17:29:54.627310,4001,0.3,False,10,28.29005193710327
2025-03-17T17:30:18.441820,4001,0.5,False,10,23.5400505065918
2025-03-17T17:30:32.633263,4001,0.7,False,10,13.95900821685791
2025-03-17T17:30:48.897933,4001,0.9,False,10,16.027209520339966
2025-03-17T17:29:26.061339,4001,0.1,False,5,19.43087410926819
2025-03-17T17:29:54.627310,4001,0.3,False,5,28.29005193710327
