timestamp,problem_id,temperature,num_samples,verified,solutions_generated,execution_time,branch_success,Difficulty
2025-02-21T17:13:26.077141,abc352_a,0.1,1,True,1,5.981242895126343,True,Difficulty.EASY
2025-02-21T17:13:26.786697,abc352_a,0.3,1,True,1,5.891519069671631,True,Difficulty.EASY
2025-02-21T17:13:30.483664,abc352_a,0.1,50,True,1,5.448709726333618,True,Difficulty.EASY
2025-02-21T17:13:31.710737,abc352_a,0.1,100,True,1,6.513239860534668,True,Difficulty.EASY
2025-02-21T17:13:32.638585,abc352_a,0.1,10,True,1,6.763101100921631,True,Difficulty.EASY
2025-02-21T17:13:32.796937,abc352_a,0.3,100,True,1,6.965947151184082,True,Difficulty.EASY
2025-02-21T17:13:34.521529,abc352_a,0.3,10,True,1,7.220728874206543,True,Difficulty.EASY
2025-02-21T17:13:40.794922,abc352_a,0.5,1,True,1,2.1302218437194824,True,Difficulty.EASY
2025-02-21T17:13:42.555779,abc352_a,0.3,50,True,1,6.972268104553223,True,Difficulty.EASY
2025-02-21T17:13:58.944830,abc352_a,0.7,1,True,1,1.8410470485687256,True,Difficulty.EASY
2025-02-21T17:14:05.623844,abc352_a,0.9,1,True,1,1.9527428150177002,True,Difficulty.EASY
2025-02-21T17:14:05.702102,abc352_a,0.5,10,True,1,1.6935698986053467,True,Difficulty.EASY
2025-02-21T17:14:10.027552,abc352_a,0.5,50,True,1,1.4226388931274414,True,Difficulty.EASY
2025-02-21T17:14:13.732549,abc352_a,0.5,100,True,1,1.9476509094238281,True,Difficulty.EASY
2025-02-21T17:14:15.636146,abc352_a,0.7,10,True,1,2.7035350799560547,True,Difficulty.EASY
2025-02-21T17:14:15.954364,abc352_a,0.7,50,True,1,1.8085298538208008,True,Difficulty.EASY
2025-02-21T17:14:19.724942,abc352_a,0.7,100,True,1,2.080627918243408,True,Difficulty.EASY
2025-02-21T17:14:23.271615,abc352_a,0.9,10,True,1,1.750227928161621,True,Difficulty.EASY
2025-02-21T17:14:26.120069,abc352_a,0.9,50,True,1,1.744966983795166,True,Difficulty.EASY
2025-02-21T17:14:28.554395,abc352_a,0.9,100,True,1,1.649688720703125,True,Difficulty.EASY
2025-02-21T17:15:13.392933,abc352_b,0.3,1,True,1,2.9127261638641357,True,Difficulty.EASY
2025-02-21T17:15:15.013344,abc352_b,0.1,1,True,1,3.154705047607422,True,Difficulty.EASY
2025-02-21T17:15:22.722469,abc352_b,0.3,10,True,1,2.270470142364502,True,Difficulty.EASY
2025-02-21T17:15:22.944811,abc352_b,0.1,10,True,1,2.1436238288879395,True,Difficulty.EASY
2025-02-21T17:15:23.410545,abc352_b,0.3,50,True,1,2.529733896255493,True,Difficulty.EASY
2025-02-21T17:15:23.686355,abc352_b,0.1,50,True,1,2.3898019790649414,True,Difficulty.EASY
2025-02-21T17:15:24.265666,abc352_b,0.5,1,True,1,2.3620431423187256,True,Difficulty.EASY
2025-02-21T17:15:24.771696,abc352_b,0.1,100,True,1,2.7835798263549805,True,Difficulty.EASY
2025-02-21T17:15:31.073986,abc352_b,0.3,100,True,1,2.530318021774292,True,Difficulty.EASY
2025-02-21T17:15:58.228084,abc352_b,0.7,1,True,1,2.2979509830474854,True,Difficulty.EASY
2025-02-21T17:16:00.426697,abc352_b,0.5,10,True,1,2.3353118896484375,True,Difficulty.EASY
2025-02-21T17:16:03.367213,abc352_b,0.9,1,True,1,6.897552013397217,True,Difficulty.EASY
2025-02-21T17:16:11.800330,abc352_b,0.5,50,True,1,2.307744026184082,True,Difficulty.EASY
2025-02-21T17:16:12.814673,abc352_b,0.5,100,True,1,1.870913028717041,True,Difficulty.EASY
2025-02-21T17:16:14.632651,abc352_b,0.7,10,True,1,2.1112611293792725,True,Difficulty.EASY
2025-02-21T17:16:16.290811,abc352_b,0.7,50,True,1,2.105958938598633,True,Difficulty.EASY
2025-02-21T17:16:17.621051,abc352_b,0.7,100,True,1,2.319664239883423,True,Difficulty.EASY
2025-02-21T17:16:24.452406,abc352_b,0.9,10,True,1,2.214600086212158,True,Difficulty.EASY
2025-02-21T17:16:25.691674,abc352_b,0.9,50,True,1,2.2633378505706787,True,Difficulty.EASY
2025-02-21T17:16:29.113228,abc352_b,0.9,100,True,1,2.727850914001465,True,Difficulty.EASY
2025-02-21T17:17:17.189304,abc353_b,0.1,1,False,0,1.9231741428375244,False,Difficulty.EASY
2025-02-21T17:17:19.088176,abc353_b,0.3,1,False,0,2.383181095123291,False,Difficulty.EASY
2025-02-21T17:17:27.626463,abc353_b,0.3,10,True,1,9.596454381942749,True,Difficulty.EASY
2025-02-21T17:17:27.764265,abc353_b,0.3,50,True,1,1.8179450035095215,True,Difficulty.EASY
2025-02-21T17:17:28.970705,abc353_b,0.3,100,True,1,4.780482053756714,True,Difficulty.EASY
2025-02-21T17:17:29.190831,abc353_b,0.1,100,True,1,2.03830885887146,True,Difficulty.EASY
2025-02-21T17:17:29.355201,abc353_b,0.5,1,True,1,2.4720230102539062,True,Difficulty.EASY
2025-02-21T17:17:29.470403,abc353_b,0.1,50,True,1,4.4713661670684814,True,Difficulty.EASY
2025-02-21T17:17:29.539344,abc353_b,0.1,10,True,1,3.6051201820373535,True,Difficulty.EASY
2025-02-21T17:17:58.019178,abc353_b,0.9,1,True,1,2.09677791595459,True,Difficulty.EASY
2025-02-21T17:17:59.348947,abc353_b,0.7,1,True,1,3.9930970668792725,True,Difficulty.EASY
2025-02-21T17:17:59.907210,abc353_b,0.5,10,True,1,1.8486049175262451,True,Difficulty.EASY
2025-02-21T17:18:11.865901,abc353_b,0.5,100,True,1,2.4342191219329834,True,Difficulty.EASY
2025-02-21T17:18:11.982366,abc353_b,0.5,50,True,1,3.719264030456543,True,Difficulty.EASY
2025-02-21T17:18:14.537481,abc353_b,0.7,10,True,1,2.023005962371826,True,Difficulty.EASY
2025-02-21T17:18:17.608716,abc353_b,0.7,100,True,1,4.0197131633758545,True,Difficulty.EASY
2025-02-21T17:18:18.883629,abc353_b,0.7,50,True,1,8.365840196609497,True,Difficulty.EASY
2025-02-21T17:18:27.679271,abc353_b,0.9,100,True,1,4.9024481773376465,True,Difficulty.EASY
2025-02-21T17:18:28.022984,abc353_b,0.9,50,True,1,10.91940450668335,True,Difficulty.EASY
2025-02-21T17:18:28.072061,abc353_b,0.9,10,True,1,6.4722819328308105,True,Difficulty.EASY
2025-02-21T17:19:28.035755,abc353_a,0.3,1,True,1,2.4232749938964844,True,Difficulty.EASY
2025-02-21T17:19:28.164475,abc353_a,0.1,1,False,0,2.620183229446411,False,Difficulty.EASY
2025-02-21T17:19:36.947121,abc353_a,0.1,10,True,1,1.8078250885009766,True,Difficulty.EASY
2025-02-21T17:19:37.497737,abc353_a,0.1,50,True,1,3.066196918487549,True,Difficulty.EASY
2025-02-21T17:19:37.864130,abc353_a,0.3,50,True,1,2.1465327739715576,True,Difficulty.EASY
2025-02-21T17:19:38.146702,abc353_a,0.1,100,True,1,6.084428787231445,True,Difficulty.EASY
2025-02-21T17:19:38.224107,abc353_a,0.3,10,True,1,1.9936108589172363,True,Difficulty.EASY
2025-02-21T17:19:38.441326,abc353_a,0.3,100,True,1,1.8657848834991455,True,Difficulty.EASY
2025-02-21T17:19:40.810077,abc353_a,0.5,1,False,0,2.2313625812530518,False,Difficulty.EASY
2025-02-21T17:20:14.892762,abc353_a,0.7,1,True,1,2.4460127353668213,True,Difficulty.EASY
2025-02-21T17:20:16.677508,abc353_a,0.5,10,True,1,1.9694571495056152,True,Difficulty.EASY
2025-02-21T17:20:16.835485,abc353_a,0.9,1,False,0,3.38004994392395,False,Difficulty.EASY
2025-02-21T17:20:24.448470,abc353_a,0.5,50,True,1,1.9537019729614258,True,Difficulty.EASY
2025-02-21T17:20:28.717058,abc353_a,0.7,10,True,1,1.978907823562622,True,Difficulty.EASY
2025-02-21T17:20:29.458165,abc353_a,0.7,100,True,1,1.9052808284759521,True,Difficulty.EASY
2025-02-21T17:20:32.669484,abc353_a,0.5,100,True,1,4.775271892547607,True,Difficulty.EASY
2025-02-21T17:20:32.852960,abc353_a,0.7,50,True,1,2.016021966934204,True,Difficulty.EASY
2025-02-21T17:20:37.900165,abc353_a,0.9,10,True,1,3.282440185546875,True,Difficulty.EASY
2025-02-21T17:20:40.057034,abc353_a,0.9,50,True,1,1.721531867980957,True,Difficulty.EASY
2025-02-21T17:20:40.625283,abc353_a,0.9,100,True,1,3.3598830699920654,True,Difficulty.EASY
2025-02-21T17:21:43.207776,abc354_b,0.1,1,False,0,2.3392996788024902,False,Difficulty.EASY
2025-02-21T17:21:43.810645,abc354_b,0.3,1,True,1,2.6800131797790527,True,Difficulty.EASY
2025-02-21T17:21:52.363701,abc354_b,0.3,50,True,1,1.824693202972412,True,Difficulty.EASY
2025-02-21T17:21:52.767102,abc354_b,0.1,100,True,1,3.4756040573120117,True,Difficulty.EASY
2025-02-21T17:21:52.771541,abc354_b,0.3,10,True,1,1.8752646446228027,True,Difficulty.EASY
2025-02-21T17:21:53.508295,abc354_b,0.1,50,True,1,1.9185893535614014,True,Difficulty.EASY
2025-02-21T17:21:53.769679,abc354_b,0.3,100,True,1,7.274397134780884,True,Difficulty.EASY
2025-02-21T17:21:55.724576,abc354_b,0.5,1,False,0,1.8076553344726562,False,Difficulty.EASY
2025-02-21T17:21:58.676286,abc354_b,0.1,10,True,1,6.943434953689575,True,Difficulty.EASY
2025-02-21T17:22:34.302742,abc354_b,0.7,1,True,1,1.9810340404510498,True,Difficulty.EASY
2025-02-21T17:22:36.668598,abc354_b,0.5,10,True,1,1.7123091220855713,True,Difficulty.EASY
2025-02-21T17:22:37.139185,abc354_b,0.9,1,True,1,2.4238038063049316,True,Difficulty.EASY
2025-02-21T17:22:48.463638,abc354_b,0.5,50,True,1,1.6107089519500732,True,Difficulty.EASY
2025-02-21T17:22:50.399870,abc354_b,0.5,100,True,1,1.7134621143341064,True,Difficulty.EASY
2025-02-21T17:22:53.946992,abc354_b,0.7,10,True,1,1.7943789958953857,True,Difficulty.EASY
2025-02-21T17:22:56.341689,abc354_b,0.7,50,True,1,9.81856107711792,True,Difficulty.EASY
2025-02-21T17:22:56.356176,abc354_b,0.7,100,True,1,1.942824125289917,True,Difficulty.EASY
2025-02-21T17:23:00.790915,abc354_b,0.9,10,True,1,7.260494947433472,True,Difficulty.EASY
2025-02-21T17:23:02.621709,abc354_b,0.9,50,True,1,3.2637577056884766,True,Difficulty.EASY
2025-02-21T17:23:03.339497,abc354_b,0.9,100,True,1,2.189486026763916,True,Difficulty.EASY
2025-02-21T17:24:05.987722,abc354_a,0.3,1,True,1,2.471285104751587,True,Difficulty.EASY
2025-02-21T17:24:06.310701,abc354_a,0.1,1,True,1,3.2839150428771973,True,Difficulty.EASY
2025-02-21T17:24:13.244652,abc354_a,0.3,50,True,1,1.866055965423584,True,Difficulty.EASY
2025-02-21T17:24:13.572693,abc354_a,0.1,50,True,1,1.9526548385620117,True,Difficulty.EASY
2025-02-21T17:24:13.726169,abc354_a,0.1,10,True,1,1.5605220794677734,True,Difficulty.EASY
2025-02-21T17:24:14.173268,abc354_a,0.3,10,True,1,2.20044207572937,True,Difficulty.EASY
2025-02-21T17:24:14.611877,abc354_a,0.3,100,True,1,2.061663866043091,True,Difficulty.EASY
2025-02-21T17:24:15.064812,abc354_a,0.1,100,True,1,1.9337117671966553,True,Difficulty.EASY
2025-02-21T17:24:20.306081,abc354_a,0.5,1,False,0,2.6844379901885986,False,Difficulty.EASY
2025-02-21T17:24:58.749760,abc354_a,0.7,1,True,1,1.925126075744629,True,Difficulty.EASY
2025-02-21T17:24:59.263837,abc354_a,0.5,10,True,1,1.7000501155853271,True,Difficulty.EASY
2025-02-21T17:24:59.385777,abc354_a,0.9,1,True,1,1.346923828125,True,Difficulty.EASY
2025-02-21T17:25:06.700967,abc354_a,0.5,50,True,1,1.6347877979278564,True,Difficulty.EASY
2025-02-21T17:25:09.559082,abc354_a,0.5,100,True,1,1.34698486328125,True,Difficulty.EASY
2025-02-21T17:25:11.248899,abc354_a,0.7,50,True,1,1.6168761253356934,True,Difficulty.EASY
2025-02-21T17:25:12.139698,abc354_a,0.7,10,True,1,1.5378000736236572,True,Difficulty.EASY
2025-02-21T17:25:13.252809,abc354_a,0.7,100,True,1,1.2854909896850586,True,Difficulty.EASY
2025-02-21T17:25:21.386706,abc354_a,0.9,10,True,1,2.890779972076416,True,Difficulty.EASY
2025-02-21T17:25:22.215795,abc354_a,0.9,50,True,1,1.2488961219787598,True,Difficulty.EASY
2025-02-21T17:25:22.234170,abc354_a,0.9,100,True,1,1.2823688983917236,True,Difficulty.EASY
2025-02-21T17:26:16.761913,abc355_b,0.1,1,True,1,3.4096570014953613,True,Difficulty.EASY
2025-02-21T17:26:19.862427,abc355_b,0.3,1,True,1,25.32389211654663,True,Difficulty.EASY
2025-02-21T17:26:20.312426,abc355_b,0.3,10,True,1,1.8082449436187744,True,Difficulty.EASY
2025-02-21T17:26:20.911982,abc355_b,0.3,50,True,1,1.7598528861999512,True,Difficulty.EASY
2025-02-21T17:26:21.038164,abc355_b,0.1,10,True,1,2.0091211795806885,True,Difficulty.EASY
2025-02-21T17:26:21.148212,abc355_b,0.3,100,True,1,1.9061639308929443,True,Difficulty.EASY
2025-02-21T17:26:21.336133,abc355_b,0.1,50,True,1,1.8773219585418701,True,Difficulty.EASY
2025-02-21T17:26:22.308905,abc355_b,0.1,100,True,1,2.427893877029419,True,Difficulty.EASY
2025-02-21T17:26:24.794152,abc355_b,0.5,1,True,1,2.0441977977752686,True,Difficulty.EASY
2025-02-21T17:27:12.190896,abc355_b,0.7,1,True,1,2.577946186065674,True,Difficulty.EASY
2025-02-21T17:27:13.751664,abc355_b,0.9,1,True,1,2.1969029903411865,True,Difficulty.EASY
2025-02-21T17:27:17.421961,abc355_b,0.5,10,True,1,2.0287718772888184,True,Difficulty.EASY
2025-02-21T17:27:19.566631,abc355_b,0.5,50,True,1,2.075780153274536,True,Difficulty.EASY
2025-02-21T17:27:25.246271,abc355_b,0.7,50,True,1,1.8674089908599854,True,Difficulty.EASY
2025-02-21T17:27:27.314823,abc355_b,0.5,100,True,1,2.654633045196533,True,Difficulty.EASY
2025-02-21T17:27:28.415043,abc355_b,0.7,100,True,1,2.74112606048584,True,Difficulty.EASY
2025-02-21T17:27:30.281555,abc355_b,0.7,10,True,1,2.448262929916382,True,Difficulty.EASY
2025-02-21T17:27:35.248100,abc355_b,0.9,10,True,1,2.511737108230591,True,Difficulty.EASY
2025-02-21T17:27:40.220425,abc355_b,0.9,100,True,1,2.1131341457366943,True,Difficulty.EASY
2025-02-21T17:27:40.222598,abc355_b,0.9,50,True,1,2.2929883003234863,True,Difficulty.EASY
2025-02-21T17:28:32.344202,abc355_a,0.3,1,True,1,1.80256986618042,True,Difficulty.EASY
2025-02-21T17:28:36.910082,abc355_a,0.1,1,True,1,3.8162522315979004,True,Difficulty.EASY
2025-02-21T17:28:42.605301,abc355_a,0.1,50,True,1,1.8963830471038818,True,Difficulty.EASY
2025-02-21T17:28:42.684781,abc355_a,0.3,50,True,1,1.7518410682678223,True,Difficulty.EASY
2025-02-21T17:28:42.994450,abc355_a,0.3,10,True,1,2.0784692764282227,True,Difficulty.EASY
2025-02-21T17:28:43.562414,abc355_a,0.3,100,True,1,2.000894069671631,True,Difficulty.EASY
2025-02-21T17:28:43.594299,abc355_a,0.5,1,True,1,2.6937637329101562,True,Difficulty.EASY
2025-02-21T17:28:43.822308,abc355_a,0.1,100,True,1,1.8250210285186768,True,Difficulty.EASY
2025-02-21T17:28:44.090093,abc355_a,0.1,10,True,1,1.9090602397918701,True,Difficulty.EASY
2025-02-21T17:29:25.517172,abc355_a,0.7,1,True,1,2.0889689922332764,True,Difficulty.EASY
2025-02-21T17:29:27.202027,abc355_a,0.9,1,True,1,3.899837017059326,True,Difficulty.EASY
2025-02-21T17:29:27.459251,abc355_a,0.5,10,True,1,2.1094322204589844,True,Difficulty.EASY
2025-02-21T17:29:34.538964,abc355_a,0.5,100,True,1,1.9542577266693115,True,Difficulty.EASY
2025-02-21T17:29:37.585686,abc355_a,0.5,50,True,1,2.286569118499756,True,Difficulty.EASY
2025-02-21T17:29:40.513379,abc355_a,0.7,10,True,1,2.140794277191162,True,Difficulty.EASY
2025-02-21T17:29:41.761322,abc355_a,0.7,100,True,1,1.7667210102081299,True,Difficulty.EASY
2025-02-21T17:29:43.184035,abc355_a,0.7,50,True,1,1.776672124862671,True,Difficulty.EASY
2025-02-21T17:29:47.720846,abc355_a,0.9,10,True,1,1.5047547817230225,True,Difficulty.EASY
2025-02-21T17:29:49.106286,abc355_a,0.9,50,True,1,1.6382768154144287,True,Difficulty.EASY
2025-02-21T17:29:50.254811,abc355_a,0.9,100,True,1,1.8322069644927979,True,Difficulty.EASY
